Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft
452,4,3,2,15,0,1,27,41,1,1
415,2,2,9,7,1,1,18,54,1,1
208,4,0,9,21,1,1,18,57,1,1
461,3,1,1,16,1,0,17,49,1,0
322,2,2,8,23,1,0,21,61,1,1
134,3,2,2,16,0,1,13,21,1,1
428,2,2,1,16,1,1,23,5,1,1
64,4,3,9,5,1,1,18,77,0,1
364,2,0,7,7,0,0,19,25,0,0
301,4,1,1,11,1,1,16,8,0,0
55,1,3,10,10,1,1,32,56,0,0
493,3,2,5,6,1,0,23,78,1,1
412,4,0,7,18,0,1,18,4,1,1
394,1,1,2,6,0,1,17,42,1,1
130,1,2,3,6,0,0,40,51,0,0
375,3,2,9,10,1,0,26,54,1,0
86,4,1,4,15,0,1,43,11,0,0
384,2,2,2,13,1,0,31,51,1,0
101,2,1,6,15,0,0,12,28,0,0
383,3,3,6,17,0,1,21,16,0,0
53,4,3,2,16,0,1,30,63,0,1
129,3,2,1,15,1,0,31,53,1,0
390,2,3,6,23,1,1,26,46,1,1
134,4,1,7,8,0,0,30,29,1,0
124,4,1,9,15,0,1,47,58,1,1
398,1,1,8,6,0,0,11,72,0,0
371,1,3,10,19,0,0,23,73,1,1
279,3,1,7,8,1,1,37,59,0,0
50,3,0,9,25,1,0,31,2,0,0
371,1,0,7,10,1,1,18,19,0,0
498,2,2,8,17,0,1,24,10,1,1
447,2,3,9,17,0,1,24,70,1,1
420,1,2,10,5,0,1,46,88,1,1
309,1,3,8,9,0,1,47,3,1,1
296,1,0,8,23,1,0,13,68,1,1
125,4,1,4,16,1,0,14,3,1,0
52,3,0,10,24,0,0,20,61,1,1
190,1,1,3,6,1,1,45,47,1,1
445,3,0,5,22,1,0,28,20,1,0
57,4,1,3,15,0,1,19,30,0,0
127,3,2,10,19,0,0,47,67,0,0
386,4,0,10,10,1,0,46,65,0,0
115,1,2,7,18,1,0,48,63,0,0
362,3,3,10,6,0,0,41,33,0,0
171,4,0,6,10,0,1,31,15,1,1
165,2,0,1,16,1,0,28,55,0,0
64,1,3,3,11,0,0,47,33,0,0
454,3,0,10,12,0,1,42,41,1,1
406,2,1,3,24,0,0,11,89,1,1
310,2,0,6,14,0,1,18,83,0,1
186,1,1,8,6,1,1,48,10,1,1
54,1,0,3,25,1,0,44,55,0,0
373,3,2,4,25,1,1,10,80,1,1
148,3,0,6,20,1,1,38,80,1,1
78,2,1,5,23,1,1,34,46,1,1
379,4,2,4,16,0,0,14,72,1,1
175,1,1,3,20,1,0,32,17,0,0
478,1,3,3,9,1,1,30,86,1,1
338,1,1,7,25,0,1,10,30,1,1
392,2,2,8,5,1,0,47,29,1,0
493,3,3,7,8,0,0,26,21,1,0
360,4,2,5,11,1,0,20,21,1,0
247,1,3,9,13,1,0,10,89,0,0
271,1,2,6,7,0,0,28,4,0,0
273,2,1,9,24,0,1,21,75,1,1
334,2,0,10,12,0,1,37,32,0,0
353,3,2,8,12,1,0,26,68,1,1
434,4,2,6,16,0,0,36,42,1,0
479,2,0,10,19,0,1,14,59,1,1
279,4,1,3,12,1,0,47,25,0,0
472,4,3,5,19,1,0,13,83,1,1
356,1,3,2,19,1,0,16,84,0,0
144,2,2,6,6,0,0,47,21,1,0
207,4,2,3,6,1,0,17,82,1,1
268,3,2,3,11,1,1,41,79,1,1
239,1,1,2,12,1,0,46,29,1,0
251,1,3,5,21,1,1,32,89,0,1
314,4,2,9,14,0,1,50,87,0,1
410,3,1,8,5,1,1,49,9,1,1
266,3,3,4,23,0,1,43,85,1,1
361,3,2,9,19,0,0,37,24,0,0
70,1,2,6,16,1,1,32,13,1,1
492,2,3,5,21,0,0,23,43,1,0
415,2,1,7,14,0,1,19,50,1,1
418,1,2,8,15,0,0,26,33,1,0
228,1,3,3,11,1,1,40,29,1,1
372,2,3,4,6,0,0,46,40,1,0
100,2,0,1,7,0,0,18,20,1,0
140,2,0,9,6,0,0,31,37,1,0
263,4,3,3,10,0,1,21,18,1,1
148,4,1,8,14,0,1,49,0,1,1
239,1,0,6,23,0,0,46,88,1,1
477,2,3,6,25,1,1,33,86,1,1
83,4,2,3,6,0,1,34,51,0,0
205,2,2,4,17,1,0,33,25,0,0
302,3,2,9,9,1,1,30,35,1,1
221,3,2,2,21,0,0,16,89,0,0
165,4,0,7,15,1,1,23,0,1,1
159,1,0,8,8,1,0,42,12,0,0
375,1,1,4,17,0,0,19,33,1,0
142,1,3,7,5,0,0,50,69,0,0
458,1,2,10,9,1,1,39,35,1,1
98,4,2,3,12,1,1,41,68,0,1
66,1,1,8,8,0,0,27,63,1,1
110,1,2,9,21,1,1,26,43,0,0
450,2,0,7,6,1,1,46,18,1,1
248,4,3,6,8,0,0,19,59,0,0
494,4,2,10,21,0,0,10,20,1,0
435,3,1,2,15,1,0,20,26,1,0
291,2,1,9,23,1,0,21,60,0,0
417,1,0,8,23,0,0,44,55,1,0
176,3,2,1,18,1,1,31,90,1,1
218,3,0,3,17,0,0,41,44,1,0
357,2,3,5,13,1,1,39,18,1,1
442,3,0,6,8,1,1,43,40,1,1
388,3,1,1,5,1,0,36,34,0,0
330,3,1,10,13,0,0,47,60,0,0
498,3,1,3,21,1,0,38,83,1,1
332,2,1,7,11,0,0,50,66,1,1
107,3,3,5,10,0,1,26,50,1,1
174,3,2,7,20,1,1,31,35,0,0
167,1,2,2,20,0,0,26,30,1,0
470,2,2,7,14,0,1,45,19,1,1
68,1,1,8,18,0,0,13,53,0,0
493,1,1,4,6,0,1,48,50,1,1
236,3,3,5,11,1,1,45,52,0,0
243,3,3,9,7,0,1,26,45,1,1
361,2,3,4,5,1,1,21,71,1,1
64,3,2,8,25,0,1,15,28,0,0
466,4,2,5,22,0,0,24,5,1,0
399,3,1,2,23,1,0,12,90,0,0
113,4,2,7,14,0,0,12,74,1,1
289,1,0,5,7,1,0,39,87,0,0
479,3,0,1,18,1,0,42,90,1,1
270,4,3,8,25,1,0,34,64,0,0
495,4,3,3,25,1,0,44,13,1,0
424,4,3,9,6,1,1,31,38,1,1
298,4,0,5,8,1,1,30,7,1,1
59,4,1,4,25,0,0,35,58,0,0
392,3,3,9,5,0,0,12,19,1,0
458,4,3,5,10,1,0,21,87,1,1
271,4,1,2,18,0,0,18,42,0,0
91,3,1,2,10,1,0,43,71,0,0
159,2,3,5,7,0,1,19,7,1,1
90,2,3,8,24,0,1,46,46,0,0
244,4,3,6,19,1,0,23,89,0,0
450,1,0,8,13,0,1,26,19,1,1
134,4,1,3,24,1,1,29,18,1,1
174,3,2,3,5,1,1,34,39,0,0
86,1,2,4,16,0,0,44,52,1,0
186,3,0,10,18,1,0,15,25,1,0
80,2,0,4,21,1,1,21,9,0,0
132,2,3,10,22,0,1,28,63,0,1
189,4,0,4,10,0,1,43,49,1,1
288,3,3,2,10,0,0,17,52,1,0
340,2,0,8,19,0,0,13,77,0,0
306,1,0,3,14,0,1,26,68,0,1
223,2,0,9,12,1,1,40,77,1,1
109,3,3,4,14,0,0,26,8,0,0
437,2,2,8,7,0,0,28,33,1,0
275,2,1,4,10,0,1,50,33,0,0
274,2,2,2,10,0,1,36,24,1,1
391,2,0,3,9,0,1,22,5,1,1
325,1,1,2,18,1,1,28,60,0,0
225,4,2,8,10,0,1,37,43,1,1
426,4,2,10,13,0,1,46,1,1,1
145,3,2,9,24,0,1,29,66,0,1
99,4,0,10,19,0,0,39,43,0,0
353,4,3,5,19,1,1,49,14,0,0
63,4,2,1,20,1,0,47,29,1,0
500,4,3,9,23,0,0,21,16,1,0
70,4,1,3,9,0,1,39,72,1,1
470,2,3,9,19,1,1,10,88,1,1
90,4,1,7,17,1,1,33,1,1,1
161,4,3,3,8,0,0,11,52,0,0
430,2,3,6,10,0,1,20,78,1,1
385,3,3,8,11,0,1,32,48,1,1
382,4,3,1,14,0,1,50,29,0,0
489,4,1,1,10,1,1,12,11,1,1
439,4,3,1,17,1,0,17,48,1,0
456,1,2,6,14,1,0,10,0,1,0
386,4,2,2,6,1,0,18,70,0,0
260,4,0,8,11,1,0,33,77,1,1
178,3,0,5,6,0,0,37,10,0,0
488,3,3,5,25,1,1,46,7,1,1
465,2,3,1,20,1,1,33,71,1,1
191,4,3,5,11,1,1,37,59,1,1
344,2,0,1,12,1,1,21,49,0,0
342,2,0,7,22,1,0,14,45,1,0
129,3,1,6,12,1,1,32,59,1,1
418,2,2,2,23,0,1,27,37,1,1
329,3,3,3,14,1,1,30,18,1,1
411,1,0,9,16,1,1,33,73,1,1
464,4,0,2,11,1,1,44,46,1,1
134,1,0,10,14,1,1,20,70,1,1
240,2,1,8,21,1,0,41,79,0,0
56,2,2,6,5,0,0,17,50,0,0
281,1,2,1,7,1,0,23,38,0,0
377,2,0,4,16,0,0,25,61,1,1
319,2,2,7,5,0,1,20,53,1,1
93,2,1,9,24,0,1,38,43,1,1
104,1,1,1,24,0,0,29,6,0,0
370,1,2,8,16,0,0,20,48,1,0
375,2,0,8,15,1,1,27,48,1,1
324,1,0,9,14,1,1,12,50,1,1
390,4,2,10,17,0,1,50,67,1,1
305,2,2,8,17,0,1,19,37,0,0
319,2,2,5,11,0,0,40,74,0,0
365,2,1,8,15,1,1,23,31,1,1
303,4,2,3,8,1,0,12,34,1,0
149,4,0,10,14,1,0,17,52,0,0
489,3,2,8,24,0,1,26,72,1,1
218,3,2,1,15,0,0,45,9,0,0
332,1,1,8,7,1,0,50,37,1,0
55,2,0,4,23,0,0,28,39,0,0
115,3,3,4,7,1,1,39,67,0,1
206,3,0,1,15,1,0,48,59,0,0
343,4,2,4,7,0,0,19,36,1,0
423,3,1,10,21,1,1,46,14,1,1
385,2,0,2,15,0,0,50,79,0,0
122,3,1,4,25,0,1,23,9,1,1
435,2,2,3,20,0,0,25,45,1,0
301,3,1,3,17,1,0,41,62,1,1
87,3,0,6,17,0,0,20,16,0,0
266,1,3,3,15,0,0,30,86,0,0
385,4,2,5,12,1,1,32,67,0,1
53,2,3,6,14,1,0,12,12,0,0
393,3,3,4,17,1,1,21,49,0,0
169,3,0,6,13,0,0,13,65,1,1
241,4,2,2,5,0,1,19,59,0,0
303,3,3,7,23,1,1,11,32,0,0
277,1,2,7,23,0,1,25,58,0,0
172,1,0,2,11,0,1,17,19,1,1
271,2,3,7,19,0,0,36,53,1,0
358,4,3,2,5,0,0,45,78,1,1
334,2,0,5,14,0,0,46,20,1,0
193,4,3,8,22,0,1,48,44,1,1
233,4,3,1,16,0,1,50,44,1,1
120,3,1,3,13,1,0,11,89,0,0
357,3,3,2,6,1,0,32,64,0,0
138,2,2,7,18,1,0,36,9,1,0
91,2,2,8,14,0,1,44,51,0,0
238,2,2,9,6,0,0,40,90,0,0
57,3,2,2,8,1,1,23,24,0,0
398,1,1,7,18,0,1,15,1,0,0
366,2,2,10,24,0,0,37,74,1,1
271,3,3,5,16,1,1,15,12,1,1
448,3,1,9,10,1,0,22,49,1,0
374,1,0,6,15,0,1,32,21,0,0
423,3,3,3,15,1,1,18,9,1,1
76,2,2,5,8,0,1,26,45,1,1
346,4,2,2,9,1,0,44,19,0,0
95,1,3,5,16,0,0,31,37,0,0
402,2,3,7,24,0,1,27,32,1,1
470,1,0,5,14,0,0,12,23,1,0
437,3,3,9,14,1,1,39,26,1,1
188,2,0,1,9,0,0,24,48,0,0
443,1,2,9,25,1,1,15,31,1,1
333,3,0,10,9,0,1,24,64,1,1
64,1,1,1,25,1,0,19,35,0,0
409,3,0,10,7,0,0,10,42,1,0
209,4,3,5,15,0,0,12,41,0,0
495,2,2,4,18,0,0,42,44,1,0
438,3,3,8,18,1,1,16,66,1,1
126,1,1,6,5,0,0,26,18,1,0
344,3,1,2,24,0,1,13,46,0,0
336,2,0,5,16,1,1,33,23,0,0
214,4,2,9,11,0,1,40,74,1,1
391,3,2,2,7,0,0,13,82,1,1
268,2,1,4,5,1,1,41,18,1,1
408,4,0,1,6,1,1,22,45,1,1
253,2,0,1,15,1,0,16,62,0,0
247,2,2,4,5,1,0,29,55,1,0
316,4,0,7,15,0,0,47,24,1,0
232,1,0,3,5,1,0,35,67,1,1
241,2,3,4,23,1,1,47,73,1,1
441,3,0,5,25,0,0,47,76,1,1
327,3,3,4,22,1,1,20,40,0,0
268,4,0,10,21,1,1,18,53,0,0
437,2,3,6,6,1,1,50,10,1,1
185,2,0,3,13,0,1,27,22,0,0
294,3,0,7,6,0,0,41,34,0,0
148,4,2,9,21,0,0,24,9,0,0
383,4,2,2,5,1,1,32,84,0,1
57,4,0,9,7,1,0,14,19,0,0
461,1,3,5,9,1,0,24,45,1,0
434,1,0,10,25,1,0,47,86,1,1
58,4,3,2,6,1,1,12,90,1,1
137,1,1,1,12,0,0,19,71,1,1
475,2,3,7,6,1,0,46,52,1,0
257,4,3,10,17,1,0,40,9,0,0
256,3,1,5,13,0,1,19,37,0,0
50,1,1,8,15,1,1,31,1,1,1
296,1,0,4,13,0,1,29,85,1,1
303,4,3,9,11,1,0,34,76,1,1
282,3,3,3,20,0,0,41,5,1,0
215,2,0,10,9,1,1,48,24,1,1
255,3,3,10,22,0,1,41,12,1,1
488,1,0,2,19,0,1,15,67,1,1
77,4,3,2,10,1,1,31,60,0,0
444,1,2,10,22,0,0,36,29,1,0
105,1,0,4,21,0,1,12,70,0,1
51,1,2,9,15,1,0,23,72,0,0
139,4,2,8,5,0,1,14,20,0,0
201,4,1,7,18,1,1,13,45,1,1
179,4,1,3,17,1,1,28,60,1,1
333,1,3,6,24,0,0,11,39,0,0
357,2,0,2,11,0,0,43,76,1,1
310,1,1,10,17,0,1,46,11,1,1
455,1,3,3,8,1,0,46,81,1,1
294,3,3,8,7,1,1,48,39,1,1
472,4,0,3,22,1,0,25,66,1,1
331,2,0,7,15,0,0,33,86,0,0
275,2,2,10,19,0,0,10,74,1,1
375,2,0,4,8,0,1,21,47,0,0
174,2,0,9,16,1,1,33,56,0,0
79,1,3,6,18,0,1,22,5,1,1
293,1,3,7,12,0,0,39,77,1,1
470,3,0,6,7,0,0,38,62,1,1
286,1,2,6,23,0,1,25,52,1,1
220,1,0,6,9,1,0,18,54,0,0
368,4,1,7,11,1,1,45,84,0,1
306,4,0,4,24,0,0,35,21,1,0
369,2,2,5,14,1,0,18,68,0,0
338,1,3,3,12,0,0,19,82,1,1
232,4,2,4,10,0,0,13,17,1,0
110,3,2,1,17,1,1,29,56,0,0
100,1,1,1,25,1,1,12,73,0,1
199,1,1,2,8,1,0,45,50,0,0
362,4,1,9,15,1,1,28,75,0,1
302,3,0,1,14,0,1,17,42,1,1
342,1,3,4,13,0,0,16,11,1,0
370,1,3,5,20,0,1,31,53,1,1
254,3,3,5,12,1,0,11,73,0,0
460,3,0,1,11,1,1,36,56,1,1
190,3,1,4,18,0,0,19,12,0,0
392,2,3,6,20,0,0,41,37,0,0
126,2,0,6,22,0,0,45,72,1,1
323,2,3,2,20,1,1,49,18,0,0
392,4,0,2,5,0,0,12,25,0,0
413,2,1,3,7,1,0,24,18,1,0
309,1,1,4,22,1,0,49,54,0,0
295,3,1,3,20,0,0,20,71,0,0
102,3,1,3,19,1,1,31,17,0,0
461,4,1,10,15,0,1,25,30,1,1
108,1,3,6,21,1,1,32,10,0,0
161,1,0,6,25,0,1,33,28,1,1
411,3,2,7,11,1,0,24,83,1,1
147,2,0,5,18,0,1,22,31,0,0
223,2,2,10,23,0,0,24,15,0,0
429,4,0,7,7,0,1,28,56,1,1
458,1,3,5,14,1,1,41,83,1,1
359,3,2,10,23,0,0,18,85,1,1
379,3,2,10,11,1,1,17,13,1,1
127,4,3,5,24,0,0,30,40,1,0
456,1,0,4,24,0,1,50,27,1,1
99,3,2,3,23,0,0,20,9,1,0
107,4,1,10,24,1,0,16,59,1,0
471,2,1,2,23,0,1,18,37,1,1
149,4,1,4,5,0,1,10,74,0,1
500,1,2,3,21,1,0,19,1,1,0
251,3,1,10,6,1,0,28,67,0,0
276,2,1,10,10,1,0,45,58,1,0
429,4,3,8,10,1,0,12,25,1,0
102,3,2,2,8,1,1,34,78,1,1
425,1,2,4,18,0,0,38,15,1,0
252,1,0,4,19,1,1,44,62,0,1
382,1,2,2,24,0,0,23,34,1,0
109,2,0,10,23,0,1,26,49,0,0
174,3,1,10,9,1,0,20,48,0,0
161,3,3,6,16,0,0,10,78,1,1
64,2,0,9,23,0,0,50,67,1,0
133,2,0,10,9,1,0,33,14,0,0
166,2,0,3,24,0,1,11,80,0,1
238,1,3,3,15,0,0,19,2,1,0
151,2,0,3,10,0,0,23,33,1,0
478,3,2,5,18,0,0,41,86,1,1
72,1,0,8,24,0,0,44,68,1,1
333,4,1,2,11,1,1,30,10,1,1
408,2,3,3,9,1,1,34,86,1,1
162,3,0,5,20,0,0,17,68,0,0
232,4,3,5,15,0,1,38,15,0,0
279,2,2,10,11,1,0,44,75,0,0
207,3,0,6,20,0,1,32,56,0,0
388,3,0,1,18,1,0,43,40,0,0
249,2,1,1,13,1,1,33,56,1,1
114,3,0,5,7,0,1,47,2,1,1
416,4,2,3,17,0,1,16,57,1,1
421,2,0,4,19,0,0,21,67,1,1
290,4,1,1,21,0,1,50,68,1,1
486,2,0,1,5,1,0,35,82,1,1
441,3,0,3,10,0,1,24,3,1,1
63,1,2,4,25,0,1,44,22,1,1
215,1,0,4,22,1,0,25,51,0,0
167,2,2,1,6,0,0,33,9,0,0
498,1,0,3,8,0,1,28,64,1,1
78,4,3,9,11,1,0,32,79,1,1
421,4,1,7,14,0,0,38,11,1,0
241,4,1,6,14,0,0,31,66,0,0
105,4,1,9,19,1,1,22,50,0,0
279,2,0,4,16,1,1,19,56,0,0
230,2,1,6,6,0,1,25,75,0,1
493,4,2,4,6,0,0,33,42,1,0
426,4,1,6,21,0,1,34,38,1,1
109,2,1,2,9,1,1,23,37,0,0
413,2,2,10,19,0,1,45,74,1,1
424,2,1,6,16,1,1,12,13,1,1
230,2,0,4,18,0,0,47,14,1,0
200,3,3,4,9,1,0,16,85,1,1
425,3,3,5,12,0,0,33,13,1,0
292,3,3,5,5,1,0,39,13,1,0
99,1,2,5,7,0,1,37,59,0,0
398,1,1,2,19,0,0,41,68,1,1
401,3,0,8,15,1,0,10,37,1,0
305,2,0,7,5,0,1,26,66,1,1
318,3,2,8,5,0,0,47,26,0,0
72,2,1,7,23,0,1,40,40,0,0
471,1,0,5,23,0,0,18,13,1,0
479,4,0,2,21,1,1,11,78,1,1
486,4,0,6,8,1,0,12,21,1,0
333,1,0,10,15,0,1,14,58,1,1
66,2,0,6,18,0,1,10,25,1,1
423,2,3,4,8,0,1,48,89,1,1
480,1,2,4,15,1,1,34,48,1,1
294,1,0,9,24,0,1,25,74,1,1
304,1,3,2,7,0,1,24,48,0,0
338,4,0,4,6,1,0,34,64,1,1
233,4,0,5,23,1,1,14,22,1,1
276,1,0,5,10,0,1,24,85,1,1
213,4,2,8,16,1,1,50,7,1,1
140,3,0,6,13,1,0,30,60,1,0
295,1,2,3,8,0,1,33,11,1,1
288,2,3,10,23,0,1,16,33,1,1
382,2,3,3,18,1,1,34,73,0,1
188,3,1,9,15,1,0,45,59,0,0
183,4,3,7,9,0,1,27,55,0,0
222,2,1,2,20,0,1,13,52,0,0
417,4,3,1,13,0,0,14,7,1,0
81,4,2,7,13,1,0,33,57,1,0
53,1,2,8,23,1,0,37,30,1,0
435,3,0,6,18,0,0,10,19,1,0
466,3,0,10,19,1,1,14,5,1,1
295,1,2,4,15,0,1,14,88,0,1
334,4,3,2,8,0,0,22,20,1,0
87,2,3,1,14,0,0,28,65,0,0
377,2,0,5,6,1,1,46,76,1,1
271,2,3,6,10,1,1,28,62,1,1
462,2,2,3,10,1,0,16,69,1,1
118,3,3,9,18,0,0,13,79,0,0
162,4,3,8,16,1,1,26,13,0,0
180,3,0,3,19,1,1,44,46,1,1
104,4,1,5,24,0,1,24,0,1,1
115,1,1,5,16,1,0,42,68,1,1
172,2,0,4,12,1,0,45,7,0,0
482,4,3,6,22,1,1,21,33,1,1
243,3,1,10,7,1,1,30,40,1,1
407,4,2,9,17,1,0,26,49,1,0
300,4,1,5,21,1,0,38,86,1,1
76,3,3,10,21,0,1,28,76,1,1
408,2,0,2,21,0,0,48,8,1,0
429,3,2,10,8,0,1,18,31,1,1
459,3,3,8,21,0,0,41,54,1,0
235,4,3,7,25,1,0,16,35,1,0
199,3,1,2,10,0,1,16,76,0,1
64,2,0,7,15,1,1,50,15,0,0
296,2,2,7,8,1,1,50,60,0,0
253,1,2,6,11,1,1,48,26,1,1
342,1,1,4,24,1,0,48,44,0,0
492,4,0,8,10,1,1,49,13,1,1
316,3,0,9,10,0,0,29,89,1,1
389,2,3,3,9,0,1,32,29,0,0
224,2,2,7,10,0,1,29,58,0,0
74,3,0,7,15,0,1,44,4,1,1
335,1,3,9,19,0,1,18,68,1,1
246,3,2,5,12,0,0,10,22,0,0
253,3,2,9,22,0,1,48,12,0,0
154,4,1,6,14,1,1,20,82,1,1
58,4,0,9,13,0,0,31,59,0,0
137,4,3,9,5,1,0,27,11,0,0
68,1,1,10,19,0,0,44,83,1,1
100,4,3,7,15,0,1,18,69,0,1
203,2,2,7,17,1,1,31,90,0,1
432,4,1,6,17,1,0,16,65,1,1
246,1,3,3,6,0,0,40,72,1,1
405,4,1,9,10,1,0,47,70,1,1
338,2,2,5,21,0,1,32,88,0,1
420,4,3,2,19,1,0,19,76,1,1
343,1,0,10,14,0,0,29,3,1,0
198,4,0,4,17,0,1,13,26,0,0
192,1,2,9,24,1,1,48,48,1,1
432,2,1,10,18,0,0,37,9,1,0
122,2,0,5,6,1,0,20,37,1,0
393,4,3,7,19,0,1,36,35,0,0
497,4,2,10,10,0,0,19,83,1,1
82,4,0,7,9,1,0,50,71,1,1
200,3,3,5,21,1,1,28,19,1,1
354,4,0,2,9,1,0,16,27,1,0
347,4,2,5,7,0,0,44,12,0,0
289,4,1,6,15,0,0,46,34,1,0
464,2,1,10,8,0,1,33,48,1,1
277,3,0,2,9,1,1,32,64,1,1
219,3,1,2,10,1,0,17,64,1,1
237,3,2,6,13,1,1,22,31,1,1
90,1,0,10,22,1,1,34,11,1,1
178,3,0,8,9,0,1,19,13,0,0
156,2,0,10,24,0,1,30,29,1,1
201,2,3,8,19,0,0,40,77,1,1
356,4,3,7,22,1,0,44,40,1,0
482,2,1,10,22,0,0,43,31,1,0
94,3,2,3,11,0,0,41,82,1,1
225,1,3,8,20,0,0,39,59,1,0
273,1,2,9,14,1,0,38,25,0,0
356,3,1,8,9,1,0,24,27,0,0
143,2,3,8,19,0,1,45,22,0,0
245,4,0,3,6,0,1,17,14,0,0
86,2,2,5,19,1,0,17,23,1,0
392,2,3,6,9,1,0,19,31,1,0
221,2,2,6,9,0,1,48,64,0,1
251,2,1,5,25,1,0,29,16,0,0
99,2,2,2,19,0,0,30,87,1,1
83,1,3,4,14,1,1,40,42,0,0
375,1,3,1,15,0,1,14,44,0,0
246,1,3,5,5,1,0,26,64,0,0
202,4,1,8,9,0,0,21,26,0,0
177,3,3,9,7,1,1,44,86,0,1
194,4,0,8,14,0,1,10,70,0,1
220,3,1,4,16,0,1,31,5,0,0
340,2,0,3,22,1,1,39,41,1,1
456,4,0,8,10,1,0,46,39,1,0
88,3,0,6,21,1,0,47,78,1,1
360,4,0,6,14,1,0,15,9,1,0
191,3,0,4,15,0,1,48,16,1,1
114,2,3,10,14,1,0,17,13,0,0
418,2,1,10,23,1,0,49,37,1,0
123,2,0,1,14,0,0,41,7,0,0
129,4,1,5,8,1,0,15,87,0,0
422,1,0,5,15,0,0,38,11,1,0
429,3,3,2,8,1,1,16,51,1,1
154,3,1,2,18,1,0,20,84,1,1
422,4,3,8,16,0,0,40,72,1,1
426,3,1,5,8,0,1,45,19,1,1
366,2,2,9,22,0,1,44,66,1,1
138,3,1,9,10,1,0,34,26,1,0
166,1,0,3,14,1,1,15,71,1,1
264,4,0,4,25,0,1,15,52,1,1
168,4,2,5,12,1,1,14,61,1,1
156,3,1,10,14,1,0,34,24,1,0
456,3,2,5,21,1,1,46,51,1,1
303,1,3,7,18,1,1,33,82,0,1
139,3,0,9,6,1,0,39,47,1,0
497,3,0,6,5,0,0,21,56,1,0
417,3,2,6,14,1,1,28,59,1,1
51,3,1,8,10,0,0,33,84,1,1
278,4,2,6,17,0,1,45,48,1,1
472,1,0,1,25,1,0,30,13,1,0
219,2,3,3,21,1,0,37,70,1,1
241,1,3,1,9,1,1,42,51,1,1
456,3,1,2,8,0,0,10,87,1,1
220,3,2,4,5,1,0,43,48,0,0
259,1,1,1,19,1,1,40,5,0,0
425,3,1,1,10,1,1,40,16,1,1
376,3,2,7,7,0,0,34,26,1,0
91,3,0,3,18,0,0,38,19,0,0
246,4,2,4,21,0,1,47,40,1,1
412,3,1,10,24,0,0,21,7,1,0
378,4,3,1,7,0,0,12,77,0,0
387,4,0,8,20,0,1,12,69,0,1
495,3,2,4,7,0,0,28,71,1,1
114,3,3,2,15,1,1,40,17,1,1
246,3,0,5,11,1,1,34,6,1,1
415,2,0,6,21,1,0,11,1,1,0
440,2,1,9,21,0,1,46,44,1,1
263,4,2,5,15,0,1,41,14,1,1
330,2,2,10,22,0,1,12,10,1,1
270,2,3,8,10,1,1,11,73,1,1
194,3,3,7,12,0,1,48,32,1,1
164,1,0,10,20,0,1,42,54,0,0
94,4,1,1,8,0,0,39,6,0,0
355,3,3,3,9,0,1,40,16,0,0
158,4,1,9,7,0,1,46,83,0,1
431,3,1,6,16,1,1,46,74,1,1
378,4,2,4,7,0,0,29,2,1,0
397,4,3,9,15,1,1,26,26,1,1
95,1,3,8,25,0,0,12,63,0,0
494,4,3,4,15,0,0,34,82,1,1
461,4,0,1,13,0,0,27,71,1,1
106,1,2,3,8,0,1,19,63,0,1
87,1,3,9,7,0,0,14,62,1,1
470,4,3,3,12,1,1,43,56,1,1
207,3,3,4,9,0,0,38,23,1,0
438,2,2,2,19,1,0,28,51,1,0
101,3,3,7,16,0,0,39,34,1,0
138,1,2,3,16,0,0,30,51,0,0
75,4,2,9,8,0,1,43,14,0,0
114,1,3,9,14,1,1,15,1,1,1
95,4,1,7,24,1,0,38,51,0,0
422,4,3,7,5,0,1,45,5,1,1
383,1,0,9,21,0,0,10,37,0,0
178,3,3,8,8,1,1,47,4,1,1
378,1,2,7,24,0,1,30,56,0,0
85,1,0,1,14,1,1,15,38,0,0
110,2,2,4,14,1,1,30,62,1,1
455,2,2,8,15,0,0,20,16,1,0
393,1,0,10,20,1,1,13,49,0,0
77,3,1,4,21,0,1,40,22,1,1
204,1,3,5,19,1,0,50,25,1,0
232,1,2,9,16,1,1,40,75,1,1
290,1,2,8,19,1,0,36,88,0,0
416,3,1,9,16,1,0,20,56,1,0
370,1,1,6,15,1,0,44,18,0,0
381,3,1,5,20,1,0,26,62,0,0
417,1,0,10,6,1,0,33,5,1,0
105,4,2,1,17,0,1,37,52,1,1
383,4,3,1,11,0,1,35,64,1,1
311,4,1,8,22,1,0,33,86,1,1
269,2,1,8,11,1,1,48,72,0,1
209,3,1,4,24,0,0,48,12,1,0
355,2,1,3,21,0,1,15,6,0,0
85,2,3,6,25,0,0,33,69,0,0
325,1,0,6,13,1,1,24,42,1,1
295,1,1,9,23,0,1,33,10,0,0
175,1,1,8,14,0,0,27,87,1,1
343,1,2,7,15,1,0,30,65,0,0
443,3,3,3,10,0,1,21,28,1,1
365,2,0,8,12,1,1,27,57,1,1
220,2,2,3,22,1,1,48,50,0,0
285,1,2,9,11,1,1,20,79,0,1
445,4,1,2,5,1,0,18,85,1,1
233,1,1,7,5,1,1,14,44,1,1
157,3,0,6,22,1,0,37,59,1,0
490,2,0,5,18,1,0,17,17,1,0
